star,comments,labels
2,This device not having 9. Pie upate,0
3,Camera plus battery life,0
1,This phone is hang after 1 month and fast shutdown when 20 to 1 percent batteryAnd there pixels are not good,0
1,Return request for this,0
3,"Decent Performance so far. I've been using 8x for a couple of months now. Good battery backup. Lasts 1 complete day (not a heavy gamer). No network issue. No heating. Reliable!The reason for 3 stars is as follows...my device has this display problem, all the SIDES of the display are blurred (dark edges), including notch area!Upon seeing images which are dark or when a pop up appears, you can spot this issue! Disappointed!",0
1,"Honest review after usage of 3days.Previous mobile :redmi note 5proBought honor 8x because water went inside of note5pro. First let me clarify one thing, this honor 8x 6gb varient nowhere near to 4GB note 5pro. Either camera or performance. Trust me front camera is very bad. You wont see your face if you use selfie in this mobile. Back camera is just average. Coming to the performance, kirin processor wont handle much tasks. Please consider snapdragon if you want a good mobile. I played pubg in balanced low mode. Still its hanging. There is a drop in frame rate. I played balanced medium mode in note5pro. Very smooth in that mobile. I tried many settings in honor 8x but nothing worked. Pathetic mobile.Ui: updated after one day, its running on android pie. I dont know is this a bug or glitch, if any message or mail comes, you have to open to everything like who sent what is the text. Funny honor. In this new era we have to open app to reply or see the content. App lock is slow. Some glitches in ui which may be fixed in coming updates. Not to forget heating issue. Play 20 minutes, heating will start. Battery is ok. You can manage one day with moderate usage. Bought this in a hurry, now regretting. Could have bought real me or redmi. Please dont trust who says this mobile is excellent. I bought almost 6 mobiles. This mobile makes me sad. Gone 17k. But it is a experience, in future i wont buy honor. Thank you honor for your excellent mobiles.",0
1,Like vga camara,0
3,Product is good at this budget.Sexy look and field with a big screen. Not at all a gaming mobile. Mobile is getting heated while playing games and watching 4k or 1080 HD video. Screen resolution is manageable but not good. Processing speed is also slow as compared to other mobile in this range.,1
2,Bad camera,0
3,Worst camera quality,0
2,"Editing my earlier review, after about 9 months of usage now.  Lags a lot with multitasking.  Strangely, all deleted sms comes back on its own!  Poor network reception even in good coverage areas.  Only battery and look of the phone is good.  Software-wise, it's substandard.",0
1,not a success model in compare by samsung a7,1
1,No update available,0
3,It's not worth for the amount you spent on the product.,0
3,There are some specifications missing in this  mobile.,0
3,Good,0
1,After 1 month phone started to hang....,0
3,Front camera disappointed,0
1,Dislike over all bad,0
3,Picture quality bahut bekar thi aur sound 3rd class thaBattery life achchhi thiProcessor bhi bahut achchha work kr Raha tha,0
3,"Camera is worst even not as 5MP. Battery is quite good but same as others 1 day. No fast charging. In 15K there are more other options better than this. If possible I did returned this phone but bad luck, can't exchange with other phones.",1
3,Not a superb mobile. No reason to return.,0
2,Tuch not good,0
5,It is a very good phone I was little bit confused which to buy wait for asus zenfone max pro m2 or honor 8x. But when i saw detailed reviews of honor 8x i immediately purchased this mobile.Their r few reasons to buy honor 8x for me1. 12nm processor (2.2Ghz)2. Battery efficiency (AI)3. Glass body and unique design with metal frames.4. Chin is very small compaired to other 📱 in this range(because of on chip display technology)5. Camera is very good both(front and back).(AI camera)6. Gaming is awesome (PUBG supports GPU Tarbo) mindblowing graphics.And also thanks to amazon.1. Good delivery 🚚2. Secure package.Thank u honor and thank u amazon team.Friends go for it without any doubts. Far better than Asus Max Pro M2.,1
5,"After using the phone after four days I am writing this review.  Phone looks pretty awesome, you don't feel that you purchased in the price range of 15K and you will feel premium in hand. No headphones on the box might disappoint you a little. Camera effect is decent, one thing I am not satisfied with is the noise in the image, its yuk . You can feel the effect on image, but you will not be satisfied on it due to the noise in it , while zooming can be seen clearly. Next the screensize, though size is much bigger, you won't need second hand to support it . Its much handy . Screenguard and cases are given already in the box,thats a good bonus and you can start using it immediately. though the pixels range are higher , due to the bigger screen size you may not satisfied with the clarity it gives on the video or whatever on the screen. Screen could have better. But its not logically possible to give everything for this range, so its an acceptable clarity on this range phones. Next battery,  I never felt any phone holding the battery much longer time even after heavy use. It will come more than a day . Phone is not hanging even after loading multiple apps. Played Pubg, works very faster than my galaxy s8. Speed you can even compare it any high end phones,Such an incredible speed you get for 15K under. So everything are given more than the price range. Go for it guys.. you will fallen in love with this beauty all day.",1
5,"After using one month feeling good.1 BUILD QUALITY -compared to other mobiles in this price range this is the best choice as you got sensational metal with glass back side which makes this perfect.2 PICTURE QUALITY-clicks a little saturated Sharp images in terms of day light the camera detail is very clear ,if you want natural image you may select PRO mode otherwise colour will be saturated and warm ,in low light it also clicks good detail.3 BATTERY LIFE - good phone for heavy users, 1 day avarage feedback with games playing Camera and video recording and phone calls but 1.5 day up to mark.4 SOUND QUALITY- Decent music speaker, in music player the playback option is very convenient with 3D sound effect and headphone options,volume is louder in phone mic speaker , the secondary noise cancellation makes it clear.5 PERFORMANCE- The Kirin 710 chipset gives very good speed for game and app loading, first choice for PUBG lovers.All over this is the best choice if u have 12k budget",1
5,"As on the date, November 18, this was the best phone after applying all the offers and keeping the budget range in limit... After narrowing down 2 smartphone giants, xiaomi mi A2 and Honor 8x, I went for Honor 8x as i was ready to compromise a liiiiiiitle bit of picture clarity, coz it was a software issue and not hardware, whereas as the cons of Mi were all hardware related like the smalllest battery in range... Who wants an all time dying battery.... Moreover, the screen of 8X...nothing to say abt it... It looks amazing... Just flaunting it now... So yea... This was the review by far.",1
4,it’s actually a good product for the price of 15000₹ !they’re many pros when compared to cons of the mobiledisplay quality ✅camera not so good ❌performance wise great 👍🏻gaming experience was pretty good 😊battery okay not that great 😕speed of the phone is awesome 😎but still not totally satisfied but kinda okay 🙃i like the color & shiny mirror finishing on backside of mobile though 💫  !if you wanna buy something good you can go for it at this price but still you can go for something better !but again this phone is worth for this price 🤷🏻‍♂️,1
5,"Excellent device for this budget, can easily compete with the mi a2 in terms of ram management. There's a setting which allows you to customize your ram management. After that the ram management is even better than the so speculated  mi a2.  Battery backup is excellent, can stand a whole day with a single charge. Charges quickly too, took me 30 mins roughly to take it from 50-100%. The hisilicon kirin 710 is even better than the sd 660, so stop comparing with the benchmarkscores. The camera is also quite good, although the mi a2 has an advantage in this segment. The sound quality is okay-ish, not that great, but at the price point it's totally negotiable. If you're someone much into launcher apps, then emui is definitely the ui skin for you. The ample choices of themes on the play store make it a pleasant experience to use the emui. The backshooter 20mp+2mp combo could have been improved, and there are a bit problems with the camera performance, but hopefully they'll be fixed in the next software update. On security backgrounds, the fingerprint scanner is one of the fastest I've ever used, in this budget range, also the face scanning is slightly a bit buggy as it tends to unlock even when you're not looking at it. Face if works in lowlight conditions too, but not in pitch darkness. Overall I'd say this is THE smartphone to go for in this budget range.",1
5,"So, I bought this little beast, Honor 8x, 6GB/64GB variant, whose MRP was 16,999 but thanks to the Great Amazon Exchange offer, I got a discount of 4200 on exchange of my 4 year old lenovo k4 note phone, and exchange was conviniently successful without and hassle. So my effective price was around 13,000, so kudos to Amazon for that <3.Now let's get technical which most of you are here for..After a few days of use, here is a list of all PROs and CONs of Honor 8x that I experienced.Pros :- Premium Glass Body <5/5>, You will feel like you are holding something very elegant (I have the blue tint back)- comes with a back cover and screen guard pre applied, you won't have to buy any additional items- EMUI 8.2 <5/5>, now this is a personal opinion, though I am using it for the first time, if you would compare it to MiUI, EMUI feels more closer to stock Android. Also there is an update of about 850MB for the latest version of EMUI. Huge option of customization and features.Camera quality <4/5> is very good, but not excellent. Colour saturation is a bit high, Though there are lots of features and edit options in the camera itself, you might be expecting a better camera if you are paying 17k for the phone.- Lot of helpful apps by Honor pre installed that actually helps you set up your phone quickly from backups of old phone. You don't have to download 3rd party apps from playstore. It also has inbuilt Screen Recorder in notification area.- lots of features like, hiding notch, split screen, dual 4g, 2 SIM+MicroSD, custom display resolution (low/high)- Gaming <5/5> This is a beast, and can run most games on high settings with smooth frames, however it gets slightly warm (but not hot) if you play intense gaming for hours, which is quite normal.Note that there is an option of Screen Resolution in Display setting, which can be chosen between HD+ (1560 x 720){low} and FHD+ (2340 x 1080){high}, which will define how your Games will be running, for ex, if you chose low 720p reso, your game will run smoother and will give less load to your phone, if you chose 1080p then your game might frame and your performance might drop, So there is a Smart Resolution feature which automatically sets resolution for the best performance and battery optimization. However you can manually select them too.Battery optimization <5/5> is done very well, you can probably do 5-7 hours of continuous gaming. It also comes with an option of Power Saving mode which gives you a lifetime of 2 days 12 hrs and Ultra Power Saving mode which gives 8 days 12 hrs, as shown in Battery management. Charging is decent.Ram management is OK, where the default system consumption (if you limit background apps) is about 2.4GB out of 6GB, giving you a free RAM availability of 3.6GB to be usable, enough to run lots of apps simultaneously or together in split screen, butter smoothly.All in all this is a mini beast at affordable range.Let's discuss CONs :-The entire phone is ""Glassy"", the back, even the buttons, so it is very prone to get smudges, scratches, and cracks if dropped, so I would suggest to apply back cover immediately.- Not all apps are designed for notch layouts, so you might see a few oddly looking apps. There is an option to force view an app on full display.-Camera could have been a little better.That's all, and with all these factors in mind I think this is a great phone to buy.If you found my review helpful, do rate it up.THANK YOU.",1
